2026-01-14 09:57:39,053 | CALL | file=<frozen codecs> | class=IncrementalDecoder | function=__init__ | line=309
2026-01-14 09:57:39,054 | CALL | file=<frozen codecs> | class=IncrementalDecoder | function=__init__ | line=260
2026-01-14 09:57:39,054 | CALL | file=<frozen codecs> | class=IncrementalDecoder | function=decode | line=319
2026-01-14 09:57:39,054 | CALL | file=<frozen codecs> | class=IncrementalDecoder | function=decode | line=319
2026-01-14 09:57:39,082 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=method | line=212
2026-01-14 09:57:39,082 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=body | line=240
2026-01-14 09:57:39,082 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=Request | function=stream | line=220
2026-01-14 09:57:39,083 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=None | function=receive_or_disconnect | line=113
2026-01-14 09:57:39,083 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=Event | function=is_set | line=1782
2026-01-14 09:57:39,084 | CALL | file=venv\Lib\site-packages\anyio\_core\_tasks.py | class=None | function=create_task_group | line=164
2026-01-14 09:57:39,084 | CALL | file=venv\Lib\site-packages\anyio\_core\_eventloop.py | class=None | function=get_async_backend | line=185
2026-01-14 09:57:39,084 | CALL | file=venv\Lib\site-packages\anyio\_core\_eventloop.py | class=None | function=current_async_library | line=205
2026-01-14 09:57:39,087 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=create_task_group | line=2417
2026-01-14 09:57:39,087 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=__init__ | line=723
2026-01-14 09:57:39,088 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=__new__ | line=396
2026-01-14 09:57:39,088 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=__init__ | line=401
2026-01-14 09:57:39,088 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=__aenter__ | line=730
2026-01-14 09:57:39,089 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=__enter__ | line=419
2026-01-14 09:57:39,089 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_timeout | line=548
2026-01-14 09:57:39,089 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=start_soon | line=898
2026-01-14 09:57:39,090 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=_spawn | line=798
2026-01-14 09:57:39,090 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=get_callable_name | line=345
2026-01-14 09:57:39,090 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskState | function=__init__ | line=685
2026-01-14 09:57:39,091 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=None | function=wrap | line=119
2026-01-14 09:57:39,091 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=_CachedRequest | function=wrapped_receive | line=34
2026-01-14 09:57:39,091 | CALL | file=venv\Lib\site-packages\starlette\requests.py | class=_CachedRequest | function=stream | line=220
2026-01-14 09:57:39,091 | CALL | file=venv\Lib\site-packages\uvicorn\protocols\http\h11_impl.py | class=RequestResponseCycle | function=receive | line=528
2026-01-14 09:57:39,091 | CALL | file=venv\Lib\site-packages\uvicorn\protocols\http\flow_control.py | class=FlowControl | function=resume_reading | line=26
2026-01-14 09:57:39,092 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=cancel | line=621
2026-01-14 09:57:39,092 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_deliver_cancellation | line=556
2026-01-14 09:57:39,100 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=_task_started | line=358
2026-01-14 09:57:39,101 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=TaskGroup | function=__aexit__ | line=735
2026-01-14 09:57:39,105 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=__new__ | line=396
2026-01-14 09:57:39,105 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=__init__ | line=401
2026-01-14 09:57:39,105 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=__enter__ | line=419
2026-01-14 09:57:39,106 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=CancelScope | function=_timeout | line=548
2026-01-14 09:57:39,106 | CALL | file=venv\Lib\site-packages\uvicorn\protocols\http\h11_impl.py | class=RequestResponseCycle | function=run_asgi | line=410
2026-01-14 09:57:39,106 | CALL | file=venv\Lib\site-packages\uvicorn\middleware\proxy_headers.py | class=ProxyHeadersMiddleware | function=__call__ | line=60
2026-01-14 09:57:39,106 | CALL | file=venv\Lib\site-packages\fastapi\applications.py | class=FastAPI | function=__call__ | line=1135
2026-01-14 09:57:39,107 | CALL | file=venv\Lib\site-packages\starlette\applications.py | class=FastAPI | function=__call__ | line=107
2026-01-14 09:57:39,107 | CALL | file=venv\Lib\site-packages\starlette\middleware\errors.py | class=ServerErrorMiddleware | function=__call__ | line=164
2026-01-14 09:57:39,107 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=TraceMiddleware | function=__call__ | line=193
2026-01-14 09:57:39,108 | CALL | file=tracing\tracer.py | class=TraceMiddleware | function=dispatch | line=54
2026-01-14 09:57:39,108 | CALL | file=venv\Lib\site-packages\starlette\middleware\base.py | class=TraceMiddleware | function=call_next | line=151
2026-01-14 09:57:39,115 | CALL | file=venv\Lib\site-packages\anyio\streams\memory.py | class=MemoryObjectReceiveStream | function=receive | line=115
2026-01-14 09:57:39,115 | CALL | file=venv\Lib\site-packages\anyio\lowlevel.py | class=None | function=checkpoint | line=38
2026-01-14 09:57:39,116 | CALL | file=venv\Lib\site-packages\anyio\_backends\_asyncio.py | class=None | function=checkpoint | line=2358
